,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
89,2024114001814,295615582,queens,H,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
90,2024114001745,295144563,queens,H,1.0,SEDN,Passenger vehicle, , 
91,2024114001745,295144563,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
92,2024111001263,295280578,queens,H,1.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
93,2024111001208,294312224,queens,H,1.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
94,2024111001208,294312224,queens,H,2.0,SEDN,Passenger vehicle, , 
95,2024111001208,294312224,queens,H,3.0,SUBN,Sport utility / station wagon, , 
96,2024111001242,294817238,queens,H,1.0,SEDN,Passenger vehicle, , 
97,2024111001242,294817238,queens,H,2.0,,,09,Following too closely                                                           
98,2024109001955,295060277,queens,H,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
99,2024109001955,295060277,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
100,2024109002020,295366508,queens,H,1.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
101,2024109002020,295366508,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
102,2024109001905,294570029,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
103,2024109001905,294570029,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
104,2024109001905,294570029,queens,H,3.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
105,2024109001905,294570029,queens,H,4.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
106,2024107001484,295017918,queens,H,1.0,SEDN,Passenger vehicle, , 
107,2024107001484,295017918,queens,H,2.0,PICK,Pick-up truck, , 
108,2024111001201,294205402,queens,H,1.0,SEDN,Passenger vehicle, , 
109,2024111001201,294205402,queens,H,2.0,SEDN,Passenger vehicle, , 
110,2024111001215,294509432,queens,H,1.0,MCY,Motorcycle,19,Unsafe speed                                                                    
111,2024111001215,294509432,queens,H,2.0,SUBN,Sport utility / station wagon, , 
112,2024111001215,294509432,queens,H,3.0,SEDN,Passenger vehicle, , 
113,2024111001195,294411131,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
114,2024111001195,294411131,queens,H,2.0,SEDN,Passenger vehicle, , 
115,2024111001302,295314829,queens,H,1.0,SEDN,Passenger vehicle, , 
116,2024111001302,295314829,queens,H,2.0,,,04,Driver inattention/distraction                                                  
117,2024108001435,295370000,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
118,2024108001435,295370000,queens,H,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  
119,2024108001469,295743420,queens,H,1.0,SEDN,Passenger vehicle, , 
120,2024108001469,295743420,queens,H,2.0,LCOM,Large com veh(6 or more tires), , 
121,2024109001897,294480490,queens,H,1.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
122,2024109001897,294480490,queens,H,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
123,2024110001414,295247828,queens,H,1.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
124,2024110001414,295247828,queens,H,2.0,PICK,Pick-up truck, , 
125,2024108001366,294635870,queens,H,1.0,SUBN,Sport utility / station wagon, , 
126,2024108001366,294635870,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
127,2024108001343,294456390,queens,H,1.0,SUBN,Sport utility / station wagon, , 
128,2024108001343,294456390,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
129,2024108001480,295743426,queens,H,1.0,SEDN,Passenger vehicle, , 
130,2024108001480,295743426,queens,H,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  
131,2024104001394,295375270,queens,H,1.0,SUBN,Sport utility / station wagon, , 
132,2024104001394,295375270,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
133,2024112000826,294572705,queens,H,1.0,SUBN,Sport utility / station wagon,08,Fell asleep                                                                     
134,2024112000836,294826541,queens,H,1.0,SUBN,Sport utility / station wagon, , 
135,2024112000836,294826541,queens,H,2.0,,,09,Following too closely                                                           
136,2024112000902,295777860,queens,H,1.0,SUBN,Sport utility / station wagon, , 
137,2024112000902,295777860,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
138,2024112000854,294974742,queens,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
139,2024112000869,295213702,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
140,2024112000869,295213702,queens,H,2.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
141,2024112000815,294404408,queens,H,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
142,2024112000815,294404408,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
143,2024112000815,294404408,queens,H,3.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
144,2024110001399,295104265,queens,H,1.0,TAXI,Taxi vehicle, , 
145,2024110001399,295104265,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
146,2024109001945,294838750,queens,H,1.0,SEDN,Passenger vehicle, , 
147,2024109001962,294946628,queens,H,1.0,SEDN,Passenger vehicle, , 
148,2024109001962,294946628,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
149,2024107001488,295017919,queens,H,1.0,SEDN,Passenger vehicle, , 
150,2024107001541,295681035,queens,H,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
151,2024107001541,295681035,queens,H,2.0,LCOM,Large com veh(6 or more tires), , 
152,2024107001439,294595349,queens,H,1.0,SEDN,Passenger vehicle, , 
153,2024107001439,294595349,queens,H,2.0,TAXI,Taxi vehicle, , 
154,2024107001460,294763568,queens,H,1.0,SUBN,Sport utility / station wagon, , 
155,2024107001460,294763568,queens,H,2.0,,,09,Following too closely                                                           
156,2024107001490,295571126,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
157,2024107001490,295571126,queens,H,2.0,LCOM,Large com veh(6 or more tires),03,Backing unsafely                                                                
158,2024107001501,295137443,queens,H,1.0,SEDN,Passenger vehicle, , 
159,2024107001501,295137443,queens,H,2.0,SEDN,Passenger vehicle, , 
160,2024107001500,295137442,queens,H,1.0,SEDN,Passenger vehicle, , 
161,2024107001500,295137442,queens,H,2.0,SEDN,Passenger vehicle,32,Using on board navigate device                                                  
162,2024107001500,295137442,queens,H,3.0,SEDN,Passenger vehicle, , 
163,2024107001486,294993231,queens,H,2.0,SEDN,Passenger vehicle, , 
164,2024107001438,294578174,queens,H,1.0,SUBN,Sport utility / station wagon, , 
165,2024111001234,294673533,queens,H,1.0,SEDN,Passenger vehicle, , 
166,2024111001234,294673533,queens,H,2.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
167,2024111001193,294130884,queens,H,1.0,SEDN,Passenger vehicle, , 
168,2024111001193,294130884,queens,H,2.0,SUBN,Sport utility / station wagon, , 
169,2024111001202,294224941,queens,H,1.0,SUBN,Sport utility / station wagon, , 
170,2024111001202,294224941,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
171,2024111001269,295008533,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
172,2024111001269,295008533,queens,H,2.0,LCOM,Large com veh(6 or more tires),20,Unsafe lane changing                                                            
173,2024111001222,294514906,queens,H,1.0,SUBN,Sport utility / station wagon, , 
174,2024111001222,294514906,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
175,2024111001203,294205403,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
176,2024111001203,294205403,queens,H,2.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
177,2024108001470,295664486,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
178,2024108001470,295664486,queens,H,2.0,SUBN,Sport utility / station wagon, , 
179,2024108001470,295664486,queens,H,3.0,SUBN,Sport utility / station wagon, , 
180,2024108001397,295238631,queens,H,1.0,SEDN,Passenger vehicle, , 
181,2024108001397,295238631,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
182,2024108001332,294274877,queens,H,1.0,SUBN,Sport utility / station wagon,26,Other uninvolved vehicle                                                        
183,2024108001387,294869939,queens,H,1.0,SUBN,Sport utility / station wagon, , 
184,2024108001387,294869939,queens,H,2.0,,,04,Driver inattention/distraction                                                  
185,2024108001386,295181543,queens,H,1.0,SEDN,Passenger vehicle, , 
186,2024108001386,295181543,queens,H,2.0,SEDN,Passenger vehicle, , 
187,2024108001417,295181544,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
188,2024104001321,294570017,queens,H,1.0,SUBN,Sport utility / station wagon, , 
189,2024104001321,294570017,queens,H,2.0,SCOM,Small com veh(4 tires),09,Following too closely                                                           
190,2024104001349,295021803,queens,H,1.0,VAN,Van, , 
191,2024104001349,295021803,queens,H,2.0,SUBN,Sport utility / station wagon,05,Driver inexperience                                                             
192,2024104001307,294457410,queens,H,1.0,MCY,Motorcycle, , 
193,2024104001307,294457410,queens,H,2.0,TAXI,Taxi vehicle,20,Unsafe lane changing                                                            
194,2024104001307,294457410,queens,H,3.0,SUBN,Sport utility / station wagon, , 
195,2024104001308,294457411,queens,H,1.0,SUBN,Sport utility / station wagon, , 
196,2024104001308,294457411,queens,H,2.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
197,2024110001389,295068489,queens,H,1.0,PICK,Pick-up truck, , 
198,2024110001389,295068489,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
199,2024110001315,294335613,queens,H,1.0,SEDN,Passenger vehicle,21,Fatigued/drowsy                                                                 
200,2024110001315,294335613,queens,H,2.0,SEDN,Passenger vehicle, , 
201,2024110001387,295011243,queens,H,1.0,SEDN,Passenger vehicle, , 
202,2024110001413,295234021,queens,H,1.0,PICK,Pick-up truck, , 
203,2024110001413,295234021,queens,H,2.0,SUBN,Sport utility / station wagon, , 
204,2024110001313,294261302,queens,H,1.0,PICK,Pick-up truck, , 
205,2024110001313,294261302,queens,H,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
206,2024110001424,295432817,queens,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
207,2024110001424,295432817,queens,H,2.0,SUBN,Sport utility / station wagon, , 
208,2024110001411,295432812,queens,H,1.0,SUBN,Sport utility / station wagon, , 
209,2024110001411,295432812,queens,H,2.0,SEDN,Passenger vehicle, , 
210,2024110001422,295432816,queens,H,1.0,SEDN,Passenger vehicle, , 
211,2024110001422,295432816,queens,H,2.0,SEDN,Passenger vehicle, , 
212,2024109001852,294192972,queens,H,1.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
213,2024109001852,294192972,queens,H,2.0,SUBN,Sport utility / station wagon, , 
214,2024109001927,294706805,queens,H,1.0,SUBN,Sport utility / station wagon, , 
215,2024109001880,294370056,queens,H,1.0,SUBN,Sport utility / station wagon, , 
216,2024109001880,294370056,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
217,2024111001304,295347784,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
218,2024111001304,295347784,queens,H,2.0,LCOM,Large com veh(6 or more tires),20,Unsafe lane changing                                                            
219,2024111001285,295135341,queens,H,1.0,SUBN,Sport utility / station wagon,08,Fell asleep                                                                     
220,2024111001231,294609329,queens,H,1.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
221,2024111001231,294609329,queens,H,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  
222,2024111001288,295135886,queens,H,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
223,2024111001253,294817241,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
224,2024111001253,294817241,queens,H,2.0,SUBN,Sport utility / station wagon, , 
225,2024111001260,294955886,queens,H,1.0,SEDN,Passenger vehicle, , 
226,2024111001260,294955886,queens,H,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
227,2024111001209,294318519,queens,H,1.0,SUBN,Sport utility / station wagon, , 
228,2024111001209,294318519,queens,H,2.0,LCOM,Large com veh(6 or more tires), , 
229,2024113001202,294763570,queens,H,1.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
230,2024113001202,294763570,queens,H,2.0,LCOM,Large com veh(6 or more tires),05,Driver inexperience                                                             
231,2024103001288,295649470,queens,H,1.0,PICK,Pick-up truck, , 
232,2024107001523,295353339,queens,H,1.0,SEDN,Passenger vehicle, , 
233,2024107001523,295353339,queens,H,2.0,SEDN,Passenger vehicle, , 
234,2024107001523,295353339,queens,H,3.0,SEDN,Passenger vehicle, , 
235,2024107001457,294740127,queens,H,1.0,SUBN,Sport utility / station wagon, , 
236,2024107001457,294740127,queens,H,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
237,2024107001422,294381188,queens,H,1.0,SEDN,Passenger vehicle, , 
238,2024107001424,294412593,queens,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
239,2024107001424,294412593,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
240,2024107001459,295365874,queens,H,1.0,SCOM,Small com veh(4 tires), , 
241,2024107001459,295365874,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
242,2024110001304,294190088,queens,H,1.0,SUBN,Sport utility / station wagon, , 
243,2024110001304,294190088,queens,H,2.0,SEDN,Passenger vehicle, , 
244,2024110001304,294190088,queens,H,3.0,SUBN,Sport utility / station wagon, , 
245,2024110001379,294946633,queens,H,1.0,SEDN,Passenger vehicle, , 
246,2024110001379,294946633,queens,H,2.0,SEDN,Passenger vehicle, , 
247,2024109001949,294838751,queens,H,1.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
248,2024109001949,294838751,queens,H,2.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
249,2024109001974,294996471,queens,H,1.0,SEDN,Passenger vehicle, , 
250,2024109001974,294996471,queens,H,2.0,,,07,Failure to yield right-of-way                                                   
251,2024109001974,294996471,queens,H,3.0,SUBN,Sport utility / station wagon, , 
252,2024109001975,294996472,queens,H,1.0,SUBN,Sport utility / station wagon,26,Other uninvolved vehicle                                                        
253,2024109001975,294996472,queens,H,2.0,LCOM,Large com veh(6 or more tires),19,Unsafe speed                                                                    
254,2024109002037,295681036,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
255,2024109002037,295681036,queens,H,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
256,2024109002064,295663163,queens,H,1.0,SEDN,Passenger vehicle, , 
257,2024109002064,295663163,queens,H,2.0,SEDN,Passenger vehicle, , 
258,2024109001885,294418809,queens,H,1.0,SUBN,Sport utility / station wagon, , 
259,2024109001885,294418809,queens,H,2.0,,,09,Following too closely                                                           
260,2024109002045,295663162,queens,H,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
261,2024109002045,295663162,queens,H,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  
262,2024113001285,295498562,queens,H,1.0,TAXI,Taxi vehicle,13,Passing or lane usage improper                                                  
263,2024113001285,295498562,queens,H,2.0,TAXI,Taxi vehicle,20,Unsafe lane changing                                                            
264,2024113001294,295803408,queens,H,1.0,SUBN,Sport utility / station wagon, , 
265,2024113001294,295803408,queens,H,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
266,2024113001294,295803408,queens,H,3.0,SEDN,Passenger vehicle, , 
267,2024102001164,295057185,queens,H,1.0,SEDN,Passenger vehicle, , 
268,2024102001164,295057185,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
269,2024102001130,294650294,queens,H,1.0,SUBN,Sport utility / station wagon, , 
270,2024102001130,294650294,queens,H,2.0,SUBN,Sport utility / station wagon, , 
271,2024102001130,294650294,queens,H,3.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
272,2024102001119,294490930,queens,H,1.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
273,2024102001119,294490930,queens,H,2.0,SEDN,Passenger vehicle, , 
274,2024102001119,294490930,queens,H,3.0,SUBN,Sport utility / station wagon, , 
275,2024102001146,294756841,queens,H,1.0,SEDN,Passenger vehicle, , 
276,2024102001146,294756841,queens,H,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
277,2024102001183,295297958,queens,H,1.0,SUBN,Sport utility / station wagon, , 
278,2024102001183,295297958,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
279,2024102001222,295663157,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
280,2024102001218,295664479,queens,H,1.0,SUBN,Sport utility / station wagon, , 
281,2024102001218,295664479,queens,H,2.0,LCOM,Large com veh(6 or more tires),20,Unsafe lane changing                                                            
282,2024102001195,295681031,queens,H,1.0,SEDN,Passenger vehicle, , 
283,2024102001195,295681031,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
284,2024102001138,294697347,queens,H,1.0,SUBN,Sport utility / station wagon,29,Passing too closely                                                             
285,2024102001138,294697347,queens,H,2.0,PICK,Pick-up truck, , 
286,2024102001180,295241178,queens,H,1.0,BUS,Bus, , 
287,2024102001180,295241178,queens,H,2.0,BUS,Bus,21,Fatigued/drowsy                                                                 
288,2024102001140,294756838,queens,H,1.0,LCOM,Large com veh(6 or more tires), , 
289,2024102001140,294756838,queens,H,2.0,SEDN,Passenger vehicle, , 
290,2024112000812,294404407,queens,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
291,2024112000812,294404407,queens,H,2.0,SUBN,Sport utility / station wagon, , 
292,2024112000812,294404407,queens,H,3.0,SEDN,Passenger vehicle, , 
293,2024112000897,296093680,queens,H,1.0,SEDN,Passenger vehicle, , 
294,2024112000897,296093680,queens,H,2.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
295,2024112000897,296093680,queens,H,3.0,SUBN,Sport utility / station wagon, , 
296,2024110001342,294509431,queens,H,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
297,2024110001342,294509431,queens,H,2.0,LCOM,Large com veh(6 or more tires), , 
298,2024110001364,294756842,queens,H,1.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
299,2024110001364,294756842,queens,H,2.0,SUBN,Sport utility / station wagon, , 
300,2024110001386,295011242,queens,H,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
301,2024110001386,295011242,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
302,2024110001386,295011242,queens,H,3.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
303,2024109002013,295507235,queens,H,1.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
304,2024109002013,295507235,queens,H,2.0,SEDN,Passenger vehicle, , 
305,2024109002013,295507235,queens,H,3.0,SUBN,Sport utility / station wagon, , 
306,2024109002013,295507235,queens,H,4.0,SEDN,Passenger vehicle, , 
307,2024109002035,295440676,queens,H,1.0,SEDN,Passenger vehicle, , 
308,2024106001275,295136342,queens,H,1.0,MCY,Motorcycle, , 
309,2024106001193,294454519,queens,H,1.0,SUBN,Sport utility / station wagon, , 
310,2024106001193,294454519,queens,H,2.0,SCOM,Small com veh(4 tires),04,Driver inattention/distraction                                                  
311,2024106001224,294632846,queens,H,1.0,SUBN,Sport utility / station wagon, , 
312,2024106001224,294632846,queens,H,2.0,LCOM,Large com veh(6 or more tires), , 
313,2024105002117,295706011,queens,H,1.0,PICK,Pick-up truck,26,Other uninvolved vehicle                                                        
314,2024105002117,295706011,queens,H,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
315,2024105002117,295706011,queens,H,3.0,PICK,Pick-up truck,09,Following too closely                                                           
316,2024105001993,294718798,queens,H,1.0,SUBN,Sport utility / station wagon, , 
317,2024105001993,294718798,queens,H,2.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
318,2024105002013,294997780,queens,H,1.0,SUBN,Sport utility / station wagon, , 
319,2024105002013,294997780,queens,H,2.0,SUBN,Sport utility / station wagon,02,Alcohol involvement                                                             
320,2024105002110,295666944,queens,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
321,2024105002110,295666944,queens,H,2.0,SUBN,Sport utility / station wagon, , 
322,2024105001959,294621244,queens,H,1.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
323,2024105001959,294621244,queens,H,2.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
324,2024105001928,294338239,queens,H,1.0,SUBN,Sport utility / station wagon, , 
325,2024105001928,294338239,queens,H,2.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
326,2024111001261,294955887,queens,H,1.0,SUBN,Sport utility / station wagon, , 
327,2024111001261,294955887,queens,H,2.0,SUBN,Sport utility / station wagon, , 
328,2024111001261,294955887,queens,H,3.0,SEDN,Passenger vehicle, , 
329,2024111001335,295619035,queens,H,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
330,2024111001335,295619035,queens,H,2.0,PICK,Pick-up truck,26,Other uninvolved vehicle                                                        
331,2024111001221,294484057,queens,H,1.0,SUBN,Sport utility / station wagon, , 
332,2024111001221,294484057,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
333,2024111001290,295171495,queens,H,1.0,SUBN,Sport utility / station wagon,26,Other uninvolved vehicle                                                        
334,2024111001290,295171495,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
335,2024111001341,295598813,queens,H,1.0,SEDN,Passenger vehicle, , 
336,2024111001341,295598813,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
337,2024111001353,295825844,queens,H,1.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
338,2024111001353,295825844,queens,H,2.0,SUBN,Sport utility / station wagon, , 
339,2024111001278,295093283,queens,H,1.0,SEDN,Passenger vehicle, , 
340,2024111001278,295093283,queens,H,2.0,SEDN,Passenger vehicle, , 
341,2024111001241,294758838,queens,H,1.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
342,2024111001241,294758838,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
343,2024111001309,295357735,queens,H,1.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
344,2024111001309,295357735,queens,H,2.0,SUBN,Sport utility / station wagon, , 
345,2024111001246,295144559,queens,H,1.0,SEDN,Passenger vehicle, , 
346,2024111001246,295144559,queens,H,2.0,SUBN,Sport utility / station wagon, , 
347,2024111001246,295144559,queens,H,3.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
348,2024111001246,295144559,queens,H,4.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
349,2024109001893,294454537,queens,H,1.0,SUBN,Sport utility / station wagon, , 
350,2024109001893,294454537,queens,H,2.0,SUBN,Sport utility / station wagon, , 
351,2024109001862,294261298,queens,H,1.0,SUBN,Sport utility / station wagon, , 
352,2024109001862,294261298,queens,H,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
353,2024109001864,294635872,queens,H,1.0,MCY,Motorcycle, , 
354,2024109001864,294635872,queens,H,2.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
355,2024105002060,295347776,queens,H,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
356,2024105002111,295975187,queens,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
357,2024105001940,294442993,queens,H,1.0,SEDN,Passenger vehicle, , 
358,2024105002000,294749397,queens,H,1.0,SUBN,Sport utility / station wagon, , 
359,2024105002000,294749397,queens,H,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
360,2024105001917,294265634,queens,H,1.0,SUBN,Sport utility / station wagon, , 
361,2024105001917,294265634,queens,H,2.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
362,2024105002063,295347778,queens,H,1.0,MCY,Motorcycle,09,Following too closely                                                           
363,2024105002063,295347778,queens,H,2.0,SUBN,Sport utility / station wagon, , 
364,2024111001295,295280579,queens,H,1.0,LCOM,Large com veh(6 or more tires),05,Driver inexperience                                                             
365,2024111001352,295761478,queens,H,1.0,,,05,Driver inexperience                                                             
366,2024111001352,295761478,queens,H,2.0,SEDN,Passenger vehicle, , 
367,2024111001352,295761478,queens,H,3.0,SUBN,Sport utility / station wagon, , 
368,2024111001239,294758837,queens,H,1.0,SEDN,Passenger vehicle, , 
369,2024111001239,294758837,queens,H,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
370,2024111001311,295681037,queens,H,1.0,SUBN,Sport utility / station wagon, , 
371,2024111001311,295681037,queens,H,2.0,MCY,Motorcycle,19,Unsafe speed                                                                    
372,2024111001214,294439879,queens,H,1.0,SUBN,Sport utility / station wagon,08,Fell asleep                                                                     
373,2024111001265,294955888,queens,H,1.0,SEDN,Passenger vehicle, , 
374,2024111001265,294955888,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
375,2024111001305,295371469,queens,H,1.0,SEDN,Passenger vehicle, , 
376,2024111001305,295371469,queens,H,2.0,PICK,Pick-up truck, , 
377,2024111001245,294771753,queens,H,1.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
378,2024109002075,295779580,queens,H,1.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
379,2024109002075,295779580,queens,H,2.0,MCY,Motorcycle,13,Passing or lane usage improper                                                  
380,2024109001904,294514904,queens,H,1.0,SUBN,Sport utility / station wagon, , 
381,2024109001904,294514904,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
382,2024105002046,295247825,queens,H,1.0,SEDN,Passenger vehicle, , 
383,2024105002046,295247825,queens,H,2.0,SEDN,Passenger vehicle, , 
384,2024105002027,295021806,queens,H,1.0,SEDN,Passenger vehicle, , 
385,2024105002027,295021806,queens,H,2.0,SEDN,Passenger vehicle, , 
386,2024105001976,294578172,queens,H,1.0,PICK,Pick-up truck,26,Other uninvolved vehicle                                                        
387,2024105001976,294578172,queens,H,2.0,SUBN,Sport utility / station wagon, , 
388,2024105001976,294578172,queens,H,3.0,SUBN,Sport utility / station wagon, , 
389,2024106001285,295247827,queens,H,1.0,SEDN,Passenger vehicle, , 
390,2024106001285,295247827,queens,H,3.0,SUBN,Sport utility / station wagon, , 
391,2024106001261,295065781,queens,H,1.0,SEDN,Passenger vehicle, , 
392,2024106001261,295065781,queens,H,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
393,2024106001323,295660007,queens,H,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
394,2024106001324,295660008,queens,H,1.0,AMBU,Ambulance, , 
395,2024106001324,295660008,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
396,2024106001324,295660008,queens,H,3.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
397,2024106001238,294838727,queens,H,1.0,SEDN,Passenger vehicle, , 
398,2024106001238,294838727,queens,H,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
399,2024106001258,295061664,queens,H,1.0,PICK,Pick-up truck, , 
400,2024106001258,295061664,queens,H,2.0,SUBN,Sport utility / station wagon,28,Aggressive driving/road rage                                                    
401,2024106001288,295297965,queens,H,1.0,SUBN,Sport utility / station wagon, , 
